name,image,video,project,link,path
SC1214 MID1 Pag-IBIG,https://drive.google.com/thumbnail?id=1Co8C4gSEtSSKMRV7t7CaV_ER80rIRBxN&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1Co8C4gSEtSSKMRV7t7CaV_ER80rIRBxN,LATEST SAMPLE COMPUTATION HDMF\SC1214 MID1 Pag-IBIG
SC1214 MID2 Pag-IBIG,https://drive.google.com/thumbnail?id=1wsduIu2AOGifSVcln92MiWQoDBngk5Il&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1wsduIu2AOGifSVcln92MiWQoDBngk5Il,LATEST SAMPLE COMPUTATION HDMF\SC1214 MID2 Pag-IBIG
SO1214 HIGH Pag-IBIG,https://drive.google.com/thumbnail?id=1YFPxGXEiK64itPEMqhGJ_B16jJuSWG-3&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1YFPxGXEiK64itPEMqhGJ_B16jJuSWG-3,LATEST SAMPLE COMPUTATION HDMF\SO1214 HIGH Pag-IBIG
SO1214 LOW1 Pag-IBIG,https://drive.google.com/thumbnail?id=1NQPB0STq6aSN_up46qVby4dL6cPwAK_Y&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1NQPB0STq6aSN_up46qVby4dL6cPwAK_Y,LATEST SAMPLE COMPUTATION HDMF\SO1214 LOW1 Pag-IBIG
SO1214 LOW2 Pag-IBIG,https://drive.google.com/thumbnail?id=109mb9fAOqq9-FwFogWkk6e8T89j7uFHd&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=109mb9fAOqq9-FwFogWkk6e8T89j7uFHd,LATEST SAMPLE COMPUTATION HDMF\SO1214 LOW2 Pag-IBIG
SO1214 MID1 Pag-IBIG,https://drive.google.com/thumbnail?id=1NCfYKiSy38lg2b1cif6LlibzBsb1maKb&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1NCfYKiSy38lg2b1cif6LlibzBsb1maKb,LATEST SAMPLE COMPUTATION HDMF\SO1214 MID1 Pag-IBIG
SO1214 MID2 Pag-IBIG,https://drive.google.com/thumbnail?id=1fnMp-Kc_WtD0-boK3RJxxMgzOw3kGhhU&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1fnMp-Kc_WtD0-boK3RJxxMgzOw3kGhhU,LATEST SAMPLE COMPUTATION HDMF\SO1214 MID2 Pag-IBIG
3rd and 5th Floor Parking Sample Computation_,https://drive.google.com/thumbnail?id=1wiN5Ay4GJRi5qv5mmUvtdg_17cFb6wkp&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1wiN5Ay4GJRi5qv5mmUvtdg_17cFb6wkp,Parking Sample Computation\3rd and 5th Floor Parking Sample Computation_
6th and 8th Floor Parking Sample Computation_,https://drive.google.com/thumbnail?id=15-I3lx06eFXaE3NWX3Y771U1tFLZVk9d&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=15-I3lx06eFXaE3NWX3Y771U1tFLZVk9d,Parking Sample Computation\6th and 8th Floor Parking Sample Computation_
Building view (Night).mp4,#N/A,https://drive.google.com/uc?export=download&id=17-BuFzU9tqGhTYloBe1w59ySiEquVvgL,cubao,,Project Photo & Video\Building view (Night).mp4
URBAN DECA TOWERS CUBAO TOUR.mp4,#N/A,https://drive.google.com/uc?export=download&id=1Uv6-wJ4kVYvylcNqmJRRsGN43bgz7yE5,cubao,,Project Photo & Video\URBAN DECA TOWERS CUBAO TOUR.mp4
One Bedroom 0,https://drive.google.com/thumbnail?id=1MnCcCWoFCa7yhnGGGd48dO3zN6xpxnUH&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1MnCcCWoFCa7yhnGGGd48dO3zN6xpxnUH,Project Photo & Video\ONE BEDROOM (DRESSED UP)\One Bedroom 0
One Bedroom 1,https://drive.google.com/thumbnail?id=1jFYDh9fKuMEhnB4dC4KOXZqaabKRs4IF&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1jFYDh9fKuMEhnB4dC4KOXZqaabKRs4IF,Project Photo & Video\ONE BEDROOM (DRESSED UP)\One Bedroom 1
One Bedroom 2,https://drive.google.com/thumbnail?id=1KuDy2gNndrkDoVYVy0-YbZoF8-r0jS7Y&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1KuDy2gNndrkDoVYVy0-YbZoF8-r0jS7Y,Project Photo & Video\ONE BEDROOM (DRESSED UP)\One Bedroom 2
One Bedroom 3,https://drive.google.com/thumbnail?id=1LXKrwU7yqpqfjYK9b-xeVg79QlFgaCKZ&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1LXKrwU7yqpqfjYK9b-xeVg79QlFgaCKZ,Project Photo & Video\ONE BEDROOM (DRESSED UP)\One Bedroom 3
One Bedroom 4,https://drive.google.com/thumbnail?id=11Vl_1c0sA3oEnvKc9d-45a6CSXFzGhYl&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=11Vl_1c0sA3oEnvKc9d-45a6CSXFzGhYl,Project Photo & Video\ONE BEDROOM (DRESSED UP)\One Bedroom 4
One Bedroom 5,https://drive.google.com/thumbnail?id=1qomLWuV5DCFjbNAbX7UlKRNu5y8XcaDk&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1qomLWuV5DCFjbNAbX7UlKRNu5y8XcaDk,Project Photo & Video\ONE BEDROOM (DRESSED UP)\One Bedroom 5
One Bedroom 6,https://drive.google.com/thumbnail?id=1Sq5fhnHR_tI2EdJhV5CKO7fwUbTri_yA&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1Sq5fhnHR_tI2EdJhV5CKO7fwUbTri_yA,Project Photo & Video\ONE BEDROOM (DRESSED UP)\One Bedroom 6
One Bedroom 7,https://drive.google.com/thumbnail?id=1en-u8lKGNRSOd7MZEAVwq8TCmcD0gGky&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1en-u8lKGNRSOd7MZEAVwq8TCmcD0gGky,Project Photo & Video\ONE BEDROOM (DRESSED UP)\One Bedroom 7
Studio 0,https://drive.google.com/thumbnail?id=1gNKcmESVkSd_mqRCRxJIJzLad1wuXA-i&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1gNKcmESVkSd_mqRCRxJIJzLad1wuXA-i,Project Photo & Video\STUDIO (DRESSED UP)\Studio 0
Studio 1,https://drive.google.com/thumbnail?id=1TFOn6VcJ_ajUXFJZ11m8-SGKAfLM12MK&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1TFOn6VcJ_ajUXFJZ11m8-SGKAfLM12MK,Project Photo & Video\STUDIO (DRESSED UP)\Studio 1
Studio 2,https://drive.google.com/thumbnail?id=1qANxYfDPSDiOfc34iVltSUxM59wqgVC0&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1qANxYfDPSDiOfc34iVltSUxM59wqgVC0,Project Photo & Video\STUDIO (DRESSED UP)\Studio 2
Studio 3,https://drive.google.com/thumbnail?id=13-zaADIEabKs7wPMpOxPakqlmajpajRc&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=13-zaADIEabKs7wPMpOxPakqlmajpajRc,Project Photo & Video\STUDIO (DRESSED UP)\Studio 3
Studio 4,https://drive.google.com/thumbnail?id=19BoT_iKw0UKSF6HeIYPHmTgB47XH-Nb-&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=19BoT_iKw0UKSF6HeIYPHmTgB47XH-Nb-,Project Photo & Video\STUDIO (DRESSED UP)\Studio 4
business banks,https://drive.google.com/thumbnail?id=1gtfBU1kYdvo2pvvFG_JgLmev1uOKshNF&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1gtfBU1kYdvo2pvvFG_JgLmev1uOKshNF,REQUIREMENTS\BANKS\business banks
locally banks,https://drive.google.com/thumbnail?id=1PMtV4JzClrY3oRSew5R5Y596E7foa3_m&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1PMtV4JzClrY3oRSew5R5Y596E7foa3_m,REQUIREMENTS\BANKS\locally banks
ofw banks,https://drive.google.com/thumbnail?id=1o8IO8zWt8mp7ii6J3Ojk5Ji-g0hnql-i&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1o8IO8zWt8mp7ii6J3Ojk5Ji-g0hnql-i,REQUIREMENTS\BANKS\ofw banks
self employed banks,https://drive.google.com/thumbnail?id=1XAqPyrPa7_3aiTEFBpBNyr8kt5ydVtJb&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1XAqPyrPa7_3aiTEFBpBNyr8kt5ydVtJb,REQUIREMENTS\BANKS\self employed banks
business hdmf,https://drive.google.com/thumbnail?id=1ic2yLSb6Hk5rR5HRlbR4VlH__bHsIeSR&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1ic2yLSb6Hk5rR5HRlbR4VlH__bHsIeSR,REQUIREMENTS\HDMF\business hdmf
locally hdmf,https://drive.google.com/thumbnail?id=1p0CP5xOtljrwkp_26wU4m3YnfsKi6g47&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1p0CP5xOtljrwkp_26wU4m3YnfsKi6g47,REQUIREMENTS\HDMF\locally hdmf
OFW hdmf,https://drive.google.com/thumbnail?id=150y_3aWKCqvlmls-Oni2cPSjgHeP2O9S&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=150y_3aWKCqvlmls-Oni2cPSjgHeP2O9S,REQUIREMENTS\HDMF\OFW hdmf
self employed VA hdmf,https://drive.google.com/thumbnail?id=11vjeVvp4CljritcaDaD_YOH1sY5_IvtZ&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=11vjeVvp4CljritcaDaD_YOH1sY5_IvtZ,REQUIREMENTS\HDMF\self employed VA hdmf
3rd Floor Parking,https://drive.google.com/thumbnail?id=13Jn4n-WQFig2jzCH3Mras8CxajzZ7fJ0&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=13Jn4n-WQFig2jzCH3Mras8CxajzZ7fJ0,Site Development Plan & Floor Plan\Building Floor Plan\Parking Floor Plan\3rd Floor Parking
5th Floor Parking,https://drive.google.com/thumbnail?id=1gxbCGQUxsRbNh-8SKyWMP95h9frSmhhz&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1gxbCGQUxsRbNh-8SKyWMP95h9frSmhhz,Site Development Plan & Floor Plan\Building Floor Plan\Parking Floor Plan\5th Floor Parking
6th Floor Parking,https://drive.google.com/thumbnail?id=1gXeaNckrfXADH9EAnuKhRsxyRV5FS7mi&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1gXeaNckrfXADH9EAnuKhRsxyRV5FS7mi,Site Development Plan & Floor Plan\Building Floor Plan\Parking Floor Plan\6th Floor Parking
8th Floor Parking,https://drive.google.com/thumbnail?id=1DRjaPLSkXfeWbmPajpI2rk_tBMmG3T7-&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1DRjaPLSkXfeWbmPajpI2rk_tBMmG3T7-,Site Development Plan & Floor Plan\Building Floor Plan\Parking Floor Plan\8th Floor Parking
Mechanized Parking,https://drive.google.com/thumbnail?id=1WtxEA49lETmi18oj1wgq7KDOPH8VNBDt&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1WtxEA49lETmi18oj1wgq7KDOPH8VNBDt,Site Development Plan & Floor Plan\Building Floor Plan\Parking Floor Plan\Mechanized Parking
Parking,https://drive.google.com/thumbnail?id=1wpsOfjX0HQ9nVuZeaSnQ28qd4hxTGZhS&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1wpsOfjX0HQ9nVuZeaSnQ28qd4hxTGZhS,Site Development Plan & Floor Plan\Building Floor Plan\Parking Floor Plan\Parking
3rd-8th Floor Combine Unit,https://drive.google.com/thumbnail?id=1Y6hn-36OrEOjI7yj9Oim_pghb4-rT-J7&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1Y6hn-36OrEOjI7yj9Oim_pghb4-rT-J7,Site Development Plan & Floor Plan\Building Floor Plan\Residential Floor Plan\3-8th Floor Combine Unit
3rd-8th Floor,https://drive.google.com/thumbnail?id=1jN1sIglJfrISVe_-8d7ukZz0vpRH8xvd&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1jN1sIglJfrISVe_-8d7ukZz0vpRH8xvd,Site Development Plan & Floor Plan\Building Floor Plan\Residential Floor Plan\3-8th Floor
9th-46th Floor Combine Unit,https://drive.google.com/thumbnail?id=1etRQIklhnytG9qxsbP_MgXzm13iwdXL3&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1etRQIklhnytG9qxsbP_MgXzm13iwdXL3,Site Development Plan & Floor Plan\Building Floor Plan\Residential Floor Plan\9-46th Floor Combine Unit
9th-46th Floor,https://drive.google.com/thumbnail?id=1Yvx7kBA4ZGmwkf1nqYPO9DsYzk_Vq6bj&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1Yvx7kBA4ZGmwkf1nqYPO9DsYzk_Vq6bj,Site Development Plan & Floor Plan\Building Floor Plan\Residential Floor Plan\9-46th Floor
1 Bedroom 26.12,https://drive.google.com/thumbnail?id=1gbSj3Nle9HW4jeRbLS7JmhOxLn7jIXGG&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1gbSj3Nle9HW4jeRbLS7JmhOxLn7jIXGG,Site Development Plan & Floor Plan\Unit Layout\1 Bedroom 26.12
1 Bedroom 27.89,https://drive.google.com/thumbnail?id=1RrmqpdJ0y3BDJMZf3IE6Ys_R5cbp9YIp&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1RrmqpdJ0y3BDJMZf3IE6Ys_R5cbp9YIp,Site Development Plan & Floor Plan\Unit Layout\1 Bedroom 27.89
1 Bedroom 28.32,https://drive.google.com/thumbnail?id=1vlgHZP1XocnkcHJBeaS3E7ocAzaNJxbq&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1vlgHZP1XocnkcHJBeaS3E7ocAzaNJxbq,Site Development Plan & Floor Plan\Unit Layout\1 Bedroom 28.32
1 Bedroom Unit Layout,https://drive.google.com/thumbnail?id=1-VqYtzzOknvMH4NL6T4lArxkaA1zV7Tx&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1-VqYtzzOknvMH4NL6T4lArxkaA1zV7Tx,Site Development Plan & Floor Plan\Unit Layout\1 Bedroom Unit Layout
Studio Unit 12.12,https://drive.google.com/thumbnail?id=1z9Zb4awc8kjRq4uRig8_XXMVXrZW4FUY&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1z9Zb4awc8kjRq4uRig8_XXMVXrZW4FUY,Site Development Plan & Floor Plan\Unit Layout\Studio Unit 12.12
Studio Unit 12.25,https://drive.google.com/thumbnail?id=1sUk1NRYvGAOBSJGhJ2PEwBtUaxrhNjPZ&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1sUk1NRYvGAOBSJGhJ2PEwBtUaxrhNjPZ,Site Development Plan & Floor Plan\Unit Layout\Studio Unit 12.25
Studio Unit 12.43,https://drive.google.com/thumbnail?id=1lStk8ud7vCT9LU9dWqimhlf2Lt7U0ZiQ&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1lStk8ud7vCT9LU9dWqimhlf2Lt7U0ZiQ,Site Development Plan & Floor Plan\Unit Layout\Studio Unit 12.43
Studio Unit 12.47,https://drive.google.com/thumbnail?id=18for0EdJvG6GZzP277C8_pIOsqvA_6YY&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=18for0EdJvG6GZzP277C8_pIOsqvA_6YY,Site Development Plan & Floor Plan\Unit Layout\Studio Unit 12.47
Studio Unit 12.56,https://drive.google.com/thumbnail?id=1huf4mn3aeLzJ8t5lxcJsMKxmuJVUFjd0&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1huf4mn3aeLzJ8t5lxcJsMKxmuJVUFjd0,Site Development Plan & Floor Plan\Unit Layout\Studio Unit 12.56
Studio Unit 13.06,https://drive.google.com/thumbnail?id=1zSc5PRyLzs9xKo-Xh_0ccKyPJjhkrRxJ&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1zSc5PRyLzs9xKo-Xh_0ccKyPJjhkrRxJ,Site Development Plan & Floor Plan\Unit Layout\Studio Unit 13.06
Studio Unit 13.34,https://drive.google.com/thumbnail?id=1bNuBQhLRIxV7QrOQ7aFko67pEmETANMS&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1bNuBQhLRIxV7QrOQ7aFko67pEmETANMS,Site Development Plan & Floor Plan\Unit Layout\Studio Unit 13.34
Studio Unit 13.67,https://drive.google.com/thumbnail?id=1Zw6r0e6NMXFzm4bpdPej3am6Dtct7UPm&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1Zw6r0e6NMXFzm4bpdPej3am6Dtct7UPm,Site Development Plan & Floor Plan\Unit Layout\Studio Unit 13.67
Studio Unit 13.82,https://drive.google.com/thumbnail?id=10ysa0EkvgQzq-GHcAvOYRx1Ko9ajTy4m&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=10ysa0EkvgQzq-GHcAvOYRx1Ko9ajTy4m,Site Development Plan & Floor Plan\Unit Layout\Studio Unit 13.82
Studio Unit 14.16,https://drive.google.com/thumbnail?id=1NAGD89YnYwpZ8twDnsm0ktgQTWs3S_Ro&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1NAGD89YnYwpZ8twDnsm0ktgQTWs3S_Ro,Site Development Plan & Floor Plan\Unit Layout\Studio Unit 14.16
Studio Unit Layout,https://drive.google.com/thumbnail?id=1cgDTqBrnRjTqMhgaxbBSGdLK3d5ZCaBf&sz=w500,,cubao,https://drive.google.com/uc?export=download&id=1cgDTqBrnRjTqMhgaxbBSGdLK3d5ZCaBf,Site Development Plan & Floor Plan\Unit Layout\Studio Unit Layout
comparison of 8990 Holdings to other developers.webp,https://drive.google.com/thumbnail?id=1l5mcPaEFpXlEC99nv5ARLjhPiX9at0BG&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1l5mcPaEFpXlEC99nv5ARLjhPiX9at0BG,comparison of 8990 Holdings to other developers
deliverable unit,https://drive.google.com/thumbnail?id=1winl8G_nPsTouzNYmgvulDBUuqN1pLaz&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1winl8G_nPsTouzNYmgvulDBUuqN1pLaz,img105
requirement for occupancy,https://drive.google.com/thumbnail?id=1qqCCAbbJSZraVE_cH_3JSsdK7hzSn0Rk&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1qqCCAbbJSZraVE_cH_3JSsdK7hzSn0Rk,img109
utilities and condo dues,https://drive.google.com/thumbnail?id=10QTRlkEdVziz00jsgrHQ5uXtybXXON9A&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=10QTRlkEdVziz00jsgrHQ5uXtybXXON9A,img113
pets,https://drive.google.com/thumbnail?id=1gVktfORmBt1_iAp6fa0ZOs6IqpbH4vNg&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1gVktfORmBt1_iAp6fa0ZOs6IqpbH4vNg,img117
floor plan,https://drive.google.com/thumbnail?id=1YEu3WrL1JXKpvdwV5Pzt8Xmp5pr_vPv6&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1YEu3WrL1JXKpvdwV5Pzt8Xmp5pr_vPv6,img126
unit layout & floor plan 2BR-A,https://drive.google.com/thumbnail?id=13oDg5P2Kg2tG-m4fuXAhRYd6XM85mi3L&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=13oDg5P2Kg2tG-m4fuXAhRYd6XM85mi3L,img135
unit layout & floor plan 2BR-B,https://drive.google.com/thumbnail?id=1pIIKKvdg8YemCpwjawMqFQPbZOithPqk&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1pIIKKvdg8YemCpwjawMqFQPbZOithPqk,img139
unit layout & floor plan 2BR-C,https://drive.google.com/thumbnail?id=1YMxlTSbN9h0j-96ygh3JcuyISqo45CuN&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1YMxlTSbN9h0j-96ygh3JcuyISqo45CuN,img143
unit layout & floor plan 3BR,https://drive.google.com/thumbnail?id=1zsMFneZUJrqv7ERm4NMM6QUO0vALfhnp&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1zsMFneZUJrqv7ERm4NMM6QUO0vALfhnp,img147
dressed up pic,https://drive.google.com/thumbnail?id=1l0P_WIEUnRqnmixYNSWtIZh4zQ0DIQ2K&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1l0P_WIEUnRqnmixYNSWtIZh4zQ0DIQ2K,img157
deca projects,https://drive.google.com/thumbnail?id=19T36Ugo0QfbeBLm21KLv8efmWoI0J_rR&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=19T36Ugo0QfbeBLm21KLv8efmWoI0J_rR,img72
project location,https://drive.google.com/thumbnail?id=1FvxlvHXsS5P1uoJcX0Z3416U8L6zKvNX&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1FvxlvHXsS5P1uoJcX0Z3416U8L6zKvNX,img78
map and location,https://drive.google.com/thumbnail?id=12QSsUQCHmEWc5NI3mn0aFY3ya2mx9YYx&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=12QSsUQCHmEWc5NI3mn0aFY3ya2mx9YYx,map and location
parking sample computation HDMF,https://drive.google.com/thumbnail?id=1MHECXMTzIwBb95r6cPu8p8fGiPvHiPyP&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1MHECXMTzIwBb95r6cPu8p8fGiPvHiPyP,parking sample computation HDMF
floor plan,https://drive.google.com/thumbnail?id=1WBjPjJ1EfBc9MjFrp6qJ9TaQ6Js1WCg0&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1WBjPjJ1EfBc9MjFrp6qJ9TaQ6Js1WCg0,ORTIGAS PRESENTATION_pages-to-jpg-0005
other fees - water electricity mri fire,https://drive.google.com/thumbnail?id=18wxZWrISXAwh0v4IfHNM0T1XqRsNFjJQ&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=18wxZWrISXAwh0v4IfHNM0T1XqRsNFjJQ,ORTIGAS PRESENTATION_pages-to-jpg-0012
mode of payments,https://drive.google.com/thumbnail?id=1HvFviLlc_Sy4nb1diEdhML3GkcZWJjEt&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1HvFviLlc_Sy4nb1diEdhML3GkcZWJjEt,ORTIGAS PRESENTATION_pages-to-jpg-0013
deca projects,https://drive.google.com/thumbnail?id=1qIdlLvSOVI9XrelDqpt5SDx2RGtdbN5v&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1qIdlLvSOVI9XrelDqpt5SDx2RGtdbN5v,PKS -2025_pages-to-jpg-0005
amenities all,https://drive.google.com/thumbnail?id=19deFKsBXx69uQFlTtbeeCOGn7b-2aXjT&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=19deFKsBXx69uQFlTtbeeCOGn7b-2aXjT,PKS -2025_pages-to-jpg-0009
utilities and condo dues,https://drive.google.com/thumbnail?id=19Fe0G7cA_EJhRyvI7Ova3RWOJAcnobhW&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=19Fe0G7cA_EJhRyvI7Ova3RWOJAcnobhW,PKS -2025_pages-to-jpg-0012
pets,https://drive.google.com/thumbnail?id=1-GxQ2WYb5ypEXVsYQaUKLr7C7EiqWE-o&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1-GxQ2WYb5ypEXVsYQaUKLr7C7EiqWE-o,PKS -2025_pages-to-jpg-0013
typical floor plan,https://drive.google.com/thumbnail?id=10DeQq9-CXwH7QDUfpEFFjpI0Q6Cj5LO9&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=10DeQq9-CXwH7QDUfpEFFjpI0Q6Cj5LO9,PKS -2025_pages-to-jpg-0015
2BR-A floor plan and layout,https://drive.google.com/thumbnail?id=1QdNnM6oyzJ7EJvAUg3WQeluII31cBGRo&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1QdNnM6oyzJ7EJvAUg3WQeluII31cBGRo,PKS -2025_pages-to-jpg-0017
how to qualify age,https://drive.google.com/thumbnail?id=197Kx8CCK2tUSUctYHp4c4P9dslhWfofO&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=197Kx8CCK2tUSUctYHp4c4P9dslhWfofO,PKS -2025_pages-to-jpg-0018
2BR-B floor plan and layout,https://drive.google.com/thumbnail?id=1oV2PLRQAFErGRmJ6mmdJEwjMa6qLz3ML&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1oV2PLRQAFErGRmJ6mmdJEwjMa6qLz3ML,PKS -2025_pages-to-jpg-0019
2BR-C floor plan and layout,https://drive.google.com/thumbnail?id=1zg3fyOXNI0ZjH7blO3A1m1OLsKPat-67&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1zg3fyOXNI0ZjH7blO3A1m1OLsKPat-67,PKS -2025_pages-to-jpg-0020
3BR floor plan and layout,https://drive.google.com/thumbnail?id=1iQsyEWWfOMqUrcK_YMNmcFDm4nq6WEU_&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1iQsyEWWfOMqUrcK_YMNmcFDm4nq6WEU_,PKS -2025_pages-to-jpg-0022
how to qualify income,https://drive.google.com/thumbnail?id=11sVgHpfnR7Fe8JvPDIcGPhNERR5soOuj&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=11sVgHpfnR7Fe8JvPDIcGPhNERR5soOuj,PKS -2025_pages-to-jpg-0023
payment terms,https://drive.google.com/thumbnail?id=122vpi4cdAB4yXX0PQaQh5b6woIUKoYXn&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=122vpi4cdAB4yXX0PQaQh5b6woIUKoYXn,PKS -2025_pages-to-jpg-0025
payment terms,https://drive.google.com/thumbnail?id=1_xUPRaw76bF5StsrJVXMfGjbwSip7_tU&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1_xUPRaw76bF5StsrJVXMfGjbwSip7_tU,PKS -2025_pages-to-jpg-0029
sample computation best seller unit 2 br 30.6,https://drive.google.com/thumbnail?id=18FbeewlETzwfrqVS-4GeAGgsbY4E59h1&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=18FbeewlETzwfrqVS-4GeAGgsbY4E59h1,sample computation best seller unit 2 br 30.6
site devt plan pic,https://drive.google.com/thumbnail?id=1bMbqXKHx7Z2XNDUAjiy2eqWDoFagkbbi&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1bMbqXKHx7Z2XNDUAjiy2eqWDoFagkbbi,site devt plan pic
amenities-basketball courts,https://drive.google.com/thumbnail?id=13J8A_4gp9eU-M86XutkZdYubwZrCZiqf&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=13J8A_4gp9eU-M86XutkZdYubwZrCZiqf,amenities\amenities-basketball courts
amenities-childrens playground,https://drive.google.com/thumbnail?id=1d_5u7KrtkbZ8AxfjbdD3NlPF9Fuvj8s0&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1d_5u7KrtkbZ8AxfjbdD3NlPF9Fuvj8s0,amenities\amenities-childrens playground
amenities-community mall,https://drive.google.com/thumbnail?id=119hOA71SgDsPMFNSCH0Dn3GVsUMUIcod&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=119hOA71SgDsPMFNSCH0Dn3GVsUMUIcod,amenities\amenities-community mall
amenities-function halls clubhouse,https://drive.google.com/thumbnail?id=1pQTSokP_p91picwJz7DnsFYMKnA9rHyv&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=1pQTSokP_p91picwJz7DnsFYMKnA9rHyv,amenities\amenities-function halls clubhouse
amenities-outdoor gym,https://drive.google.com/thumbnail?id=17osQPHFiKGLE0W0wE8ynQZjIp3J5AC1T&sz=w500,,ortigas,https://drive.google.com/uc?export=download&id=17osQPHFiKGLE0W0wE8ynQZjIp3J5AC1T,amenities\amenities-outdoor gym
