name,image,video,project,path
Studio Unit 12.47,https://drive.google.com/uc?export=download&id=18for0EdJvG6GZzP277C8_pIOsqvA_6YY,,cubao,Site Development Plan & Floor Plan\Unit Layout\Studio Unit 12.47
Studio Unit 12.56,https://drive.google.com/uc?export=download&id=1huf4mn3aeLzJ8t5lxcJsMKxmuJVUFjd0,,cubao,Site Development Plan & Floor Plan\Unit Layout\Studio Unit 12.56
Studio Unit 13.06,https://drive.google.com/uc?export=download&id=1zSc5PRyLzs9xKo-Xh_0ccKyPJjhkrRxJ,,cubao,Site Development Plan & Floor Plan\Unit Layout\Studio Unit 13.06
Studio Unit 13.34,https://drive.google.com/uc?export=download&id=1bNuBQhLRIxV7QrOQ7aFko67pEmETANMS,,cubao,Site Development Plan & Floor Plan\Unit Layout\Studio Unit 13.34
Studio Unit 13.67,https://drive.google.com/uc?export=download&id=1Zw6r0e6NMXFzm4bpdPej3am6Dtct7UPm,,cubao,Site Development Plan & Floor Plan\Unit Layout\Studio Unit 13.67
Studio Unit 13.82,https://drive.google.com/uc?export=download&id=10ysa0EkvgQzq-GHcAvOYRx1Ko9ajTy4m,,cubao,Site Development Plan & Floor Plan\Unit Layout\Studio Unit 13.82
Studio Unit 14.16,https://drive.google.com/uc?export=download&id=1NAGD89YnYwpZ8twDnsm0ktgQTWs3S_Ro,,cubao,Site Development Plan & Floor Plan\Unit Layout\Studio Unit 14.16
Studio Unit Layout,https://drive.google.com/uc?export=download&id=1cgDTqBrnRjTqMhgaxbBSGdLK3d5ZCaBf,,cubao,Site Development Plan & Floor Plan\Unit Layout\Studio Unit Layout
comparison of 8990 Holdings to other developers.webp,https://drive.google.com/uc?export=download&id=1l5mcPaEFpXlEC99nv5ARLjhPiX9at0BG,,ortigas,comparison of 8990 Holdings to other developers
deliverable unit,https://drive.google.com/uc?export=download&id=1winl8G_nPsTouzNYmgvulDBUuqN1pLaz,,ortigas,img105
requirement for occupancy,https://drive.google.com/uc?export=download&id=1qqCCAbbJSZraVE_cH_3JSsdK7hzSn0Rk,,ortigas,img109
utilities and condo dues,https://drive.google.com/uc?export=download&id=10QTRlkEdVziz00jsgrHQ5uXtybXXON9A,,ortigas,img113
pets,https://drive.google.com/uc?export=download&id=1gVktfORmBt1_iAp6fa0ZOs6IqpbH4vNg,,ortigas,img117
floor plan,https://drive.google.com/uc?export=download&id=1YEu3WrL1JXKpvdwV5Pzt8Xmp5pr_vPv6,,ortigas,img126
unit layout & floor plan 2BR-A,https://drive.google.com/uc?export=download&id=13oDg5P2Kg2tG-m4fuXAhRYd6XM85mi3L,,ortigas,img135
unit layout & floor plan 2BR-B,https://drive.google.com/uc?export=download&id=1pIIKKvdg8YemCpwjawMqFQPbZOithPqk,,ortigas,img139
unit layout & floor plan 2BR-C,https://drive.google.com/uc?export=download&id=1YMxlTSbN9h0j-96ygh3JcuyISqo45CuN,,ortigas,img143
unit layout & floor plan 3BR,https://drive.google.com/uc?export=download&id=1zsMFneZUJrqv7ERm4NMM6QUO0vALfhnp,,ortigas,img147
dressed up pic,https://drive.google.com/uc?export=download&id=1l0P_WIEUnRqnmixYNSWtIZh4zQ0DIQ2K,,ortigas,img157
deca projects,https://drive.google.com/uc?export=download&id=19T36Ugo0QfbeBLm21KLv8efmWoI0J_rR,,ortigas,img72
project location,https://drive.google.com/uc?export=download&id=1FvxlvHXsS5P1uoJcX0Z3416U8L6zKvNX,,ortigas,img78
map and location,https://drive.google.com/uc?export=download&id=12QSsUQCHmEWc5NI3mn0aFY3ya2mx9YYx,,ortigas,map and location
parking sample computation HDMF,https://drive.google.com/uc?export=download&id=1MHECXMTzIwBb95r6cPu8p8fGiPvHiPyP,,ortigas,parking sample computation HDMF
floor plan,https://drive.google.com/uc?export=download&id=1WBjPjJ1EfBc9MjFrp6qJ9TaQ6Js1WCg0,,ortigas,ORTIGAS PRESENTATION_pages-to-jpg-0005
other fees - water electricity mri fire,https://drive.google.com/uc?export=download&id=18wxZWrISXAwh0v4IfHNM0T1XqRsNFjJQ,,ortigas,ORTIGAS PRESENTATION_pages-to-jpg-0012
mode of payments,https://drive.google.com/uc?export=download&id=1HvFviLlc_Sy4nb1diEdhML3GkcZWJjEt,,ortigas,ORTIGAS PRESENTATION_pages-to-jpg-0013
deca projects,https://drive.google.com/uc?export=download&id=1qIdlLvSOVI9XrelDqpt5SDx2RGtdbN5v,,ortigas,PKS -2025_pages-to-jpg-0005
amenities all,https://drive.google.com/uc?export=download&id=19deFKsBXx69uQFlTtbeeCOGn7b-2aXjT,,ortigas,PKS -2025_pages-to-jpg-0009
utilities and condo dues,https://drive.google.com/uc?export=download&id=19Fe0G7cA_EJhRyvI7Ova3RWOJAcnobhW,,ortigas,PKS -2025_pages-to-jpg-0012
pets,https://drive.google.com/uc?export=download&id=1-GxQ2WYb5ypEXVsYQaUKLr7C7EiqWE-o,,ortigas,PKS -2025_pages-to-jpg-0013
typical floor plan,https://drive.google.com/uc?export=download&id=10DeQq9-CXwH7QDUfpEFFjpI0Q6Cj5LO9,,ortigas,PKS -2025_pages-to-jpg-0015
2BR-A floor plan and layout,https://drive.google.com/uc?export=download&id=1QdNnM6oyzJ7EJvAUg3WQeluII31cBGRo,,ortigas,PKS -2025_pages-to-jpg-0017
how to qualify age,https://drive.google.com/uc?export=download&id=197Kx8CCK2tUSUctYHp4c4P9dslhWfofO,,ortigas,PKS -2025_pages-to-jpg-0018
2BR-B floor plan and layout,https://drive.google.com/uc?export=download&id=1oV2PLRQAFErGRmJ6mmdJEwjMa6qLz3ML,,ortigas,PKS -2025_pages-to-jpg-0019
2BR-C floor plan and layout,https://drive.google.com/uc?export=download&id=1zg3fyOXNI0ZjH7blO3A1m1OLsKPat-67,,ortigas,PKS -2025_pages-to-jpg-0020
3BR floor plan and layout,https://drive.google.com/uc?export=download&id=1iQsyEWWfOMqUrcK_YMNmcFDm4nq6WEU_,,ortigas,PKS -2025_pages-to-jpg-0022
how to qualify income,https://drive.google.com/uc?export=download&id=11sVgHpfnR7Fe8JvPDIcGPhNERR5soOuj,,ortigas,PKS -2025_pages-to-jpg-0023
payment terms,https://drive.google.com/uc?export=download&id=122vpi4cdAB4yXX0PQaQh5b6woIUKoYXn,,ortigas,PKS -2025_pages-to-jpg-0025
payment terms,https://drive.google.com/uc?export=download&id=1_xUPRaw76bF5StsrJVXMfGjbwSip7_tU,,ortigas,PKS -2025_pages-to-jpg-0029
sample computation best seller unit 2 br 30.6,https://drive.google.com/uc?export=download&id=18FbeewlETzwfrqVS-4GeAGgsbY4E59h1,,ortigas,sample computation best seller unit 2 br 30.6
site devt plan pic,https://drive.google.com/uc?export=download&id=1bMbqXKHx7Z2XNDUAjiy2eqWDoFagkbbi,,ortigas,site devt plan pic
amenities-basketball courts,https://drive.google.com/uc?export=download&id=13J8A_4gp9eU-M86XutkZdYubwZrCZiqf,,ortigas,amenities\amenities-basketball courts
amenities-childrens playground,https://drive.google.com/uc?export=download&id=1d_5u7KrtkbZ8AxfjbdD3NlPF9Fuvj8s0,,ortigas,amenities\amenities-childrens playground
amenities-community mall,https://drive.google.com/uc?export=download&id=119hOA71SgDsPMFNSCH0Dn3GVsUMUIcod,,ortigas,amenities\amenities-community mall
amenities-function halls clubhouse,https://drive.google.com/uc?export=download&id=1pQTSokP_p91picwJz7DnsFYMKnA9rHyv,,ortigas,amenities\amenities-function halls clubhouse
amenities-outdoor gym,https://drive.google.com/uc?export=download&id=17osQPHFiKGLE0W0wE8ynQZjIp3J5AC1T,,ortigas,amenities\amenities-outdoor gym
amenities-water feature_lagoon,https://drive.google.com/uc?export=download&id=1KNcb3Zsn3qD8ZBvECfhs6LlSMBbJPDvK,,ortigas,amenities\amenities-water feature_lagoon
2BR-A 35.57 sqm (Outer) K & L bank computation,https://drive.google.com/uc?export=download&id=1TdZb56uY6Hi_03x52VmVGaQhaqjJch5F,,ortigas,BANKS\2BR-A 35.57 sqm (Outer) K & L bank computation
2BR-A 35.57 sqm (Outer) M N O P Q R bank computation,https://drive.google.com/uc?export=download&id=11Teixeewv2lRET78nIARH42tDHXHuKsz,,ortigas,BANKS\2BR-A 35.57 sqm (Outer) M N O P Q R bank computation
2BR-B 30.60 sqm (Inner) K & L bank computation,https://drive.google.com/uc?export=download&id=1V4WiPg_6pZKay0TOuvQ1hfKko-h0JDLG,,ortigas,BANKS\2BR-B 30.60 sqm (Inner) K & L bank computation
2BR-B 30.60 sqm (Inner) M N O P Q R bank computation,https://drive.google.com/uc?export=download&id=1Z-xUhnamuqYIJWzQVwAPh-nsaTT_0vuQ,,ortigas,BANKS\2BR-B 30.60 sqm (Inner) M N O P Q R bank computation
2BR-B 30.60 sqm (Outer) K & L bank computation,https://drive.google.com/uc?export=download&id=1LHPYBP5XmzDzfgsdXZQLm-vm0Vmnv8yO,,ortigas,BANKS\2BR-B 30.60 sqm (Outer) K & L bank computation
2BR-B 30.60 sqm (Outer) M N O P Q R bank computation,https://drive.google.com/uc?export=download&id=11y3t5i928JTWTTUxp7nrZu_NUzm9lHyn,,ortigas,BANKS\2BR-B 30.60 sqm (Outer) M N O P Q R bank computation
2BR-C 35.57 sqm (Inner) K & L bank computation,https://drive.google.com/uc?export=download&id=1sBoMVZSiKqunuElgTCI9-j1DwfhIHCOu,,ortigas,BANKS\2BR-C 35.57 sqm (Inner) K & L bank computation
2BR-C 35.57 sqm (Inner) M N O P Q R bank computation,https://drive.google.com/uc?export=download&id=1J6TAdkCvHjuiy3Wv4PfNj9Z2OvzXaao-,,ortigas,BANKS\2BR-C 35.57 sqm (Inner) M N O P Q R bank computation
3BR-AC 42.07 SQM K & L bank computation,https://drive.google.com/uc?export=download&id=1lO3dlO8HtcIt6W4nZcdxINei2GVoD0l2,,ortigas,BANKS\3BR-AC 42.07 SQM K & L bank computation
3BR-AC 42.07 SQM M N O P Q R bank computation,https://drive.google.com/uc?export=download&id=1_LZjTxQA7kcD6X9nLts60HFRqNZSARb7,,ortigas,BANKS\3BR-AC 42.07 SQM M N O P Q R bank computation
bathroom dressed up image,https://drive.google.com/uc?export=download&id=1Uh0iEYcDtHUGRHNmXcaoixzNU3v8x6Qp,,ortigas,dressed up room\bathroom dressed up image
bedroom dressed up image 2,https://drive.google.com/uc?export=download&id=1N1ID9bTEetD73AtgujG6VOFEPxiU0x57,,ortigas,dressed up room\bedroom dressed up image 2
bedroom dressed up image 3,https://drive.google.com/uc?export=download&id=1HmbUko6yLWSG7gddekC8yRUgNYKw5hQ2,,ortigas,dressed up room\bedroom dressed up image 3
bedroom dressed up image,https://drive.google.com/uc?export=download&id=1QOcbQnfju-ywOIIimQyXAyZouYrWJNGD,,ortigas,dressed up room\bedroom dressed up image
kitchen dressed up image,https://drive.google.com/uc?export=download&id=1XIq3flikZmtrP1dH3EWDT3SVLd5VMkYp,,ortigas,dressed up room\kitchen dressed up image
living room dressed up image,https://drive.google.com/uc?export=download&id=125SrfXaDrSwLIqA82SQgYwn3yil5DueJ,,ortigas,dressed up room\living room dressed up image
BLDG K FLOOR PLAN,https://drive.google.com/uc?export=download&id=1WkALIbNIXrzI3iHxA_MGUexPSaNdYbDx,,ortigas,FLOOR PLAN PER BLDG\BLDG K FLOOR PLAN
BLDG L FLOOR PLAN,https://drive.google.com/uc?export=download&id=1ORASdA-rOfzrYx3IN2H3GhBSH-_OwqeL,,ortigas,FLOOR PLAN PER BLDG\BLDG L FLOOR PLAN
BLDG M FLOOR PLAN,https://drive.google.com/uc?export=download&id=1zPWmruAEQZx1vjWA2AFEqL_tu_LczU-y,,ortigas,FLOOR PLAN PER BLDG\BLDG M FLOOR PLAN
BLDG N FLOOR PLAN,https://drive.google.com/uc?export=download&id=1aiSzwGGySU-QRD9kfgs_vZHD52YK9Rxg,,ortigas,FLOOR PLAN PER BLDG\BLDG N FLOOR PLAN
BLDG O FLOOR PLAN,https://drive.google.com/uc?export=download&id=1UwC5TE4aU5YsjN87JmpkjmEZMb9p4OT9,,ortigas,FLOOR PLAN PER BLDG\BLDG O FLOOR PLAN
BLDG P FLOOR PLAN,https://drive.google.com/uc?export=download&id=1VOn6zEUs_HPS2BO55hDFQo0o5VREyew2,,ortigas,FLOOR PLAN PER BLDG\BLDG P FLOOR PLAN
BLDG Q FLOOR PLAN,https://drive.google.com/uc?export=download&id=1WN8b8gsHy5D9odr_G33qtAuaNJdJnzyg,,ortigas,FLOOR PLAN PER BLDG\BLDG Q FLOOR PLAN
BLDG R FLOOR PLAN,https://drive.google.com/uc?export=download&id=1pdTTGNps5hyX202P7eBUxoowkrSur1g1,,ortigas,FLOOR PLAN PER BLDG\BLDG R FLOOR PLAN
2BR- A 35.57 sqm (Outer) M N O P Q R PAG-IBIG computation,https://drive.google.com/uc?export=download&id=1c3RgOHuY0yPxIMaxcsjZjX0mjNrnLxgq,,ortigas,HDMF\2BR- A 35.57 sqm (Outer) M N O P Q R PAG-IBIG computation
2BR-A 35.57 sqm (Outer) K & L PAG-IBIG computation,https://drive.google.com/uc?export=download&id=1pSzRXhIOdxdYIsMv5i17N5PyMBBDfvit,,ortigas,HDMF\2BR-A 35.57 sqm (Outer) K & L PAG-IBIG computation
2BR-B 30.60 sqm (Inner) K & L PAG-IBIG computation,https://drive.google.com/uc?export=download&id=1AHRNYBi1VJwVw_XGmlVdZUSg6_nOuj_v,,ortigas,HDMF\2BR-B 30.60 sqm (Inner) K & L PAG-IBIG computation
2BR-B 30.60 sqm (Inner) M N O P Q R PAG-IBIG computation,https://drive.google.com/uc?export=download&id=1IaO4aR2V3o55d5SECmpUGNnzr9ug3Zln,,ortigas,HDMF\2BR-B 30.60 sqm (Inner) M N O P Q R PAG-IBIG computation
2BR-B 30.60 sqm (Outer) K & L PAG-IBIG computation,https://drive.google.com/uc?export=download&id=1oJJQhWmYrN6WELDi88ZzVZDcZXZE6P4V,,ortigas,HDMF\2BR-B 30.60 sqm (Outer) K & L PAG-IBIG computation
2BR-B 30.60 sqm (Outer) M N O P Q R PAG-IBIG computation,https://drive.google.com/uc?export=download&id=1qXgR-6g_mI6LWdTPmw1rf0o02g0QZ-Ze,,ortigas,HDMF\2BR-B 30.60 sqm (Outer) M N O P Q R PAG-IBIG computation
2BR-C 35.57 sqm (Inner) K & L PAG-IBIG computation,https://drive.google.com/uc?export=download&id=1rYdn3ZjpdPQn0tyfYU40l3qWc8A-IP6I,,ortigas,HDMF\2BR-C 35.57 sqm (Inner) K & L PAG-IBIG computation
2BR-C 35.57 sqm (Inner) M N O P Q R PAG-IBIG computation,https://drive.google.com/uc?export=download&id=1f96ikEijjQg6eg72wmDrdFT4N6RXBGTl,,ortigas,HDMF\2BR-C 35.57 sqm (Inner) M N O P Q R PAG-IBIG computation
3BR-AC 42.70 sqm K & L PAG-IBIG computation,https://drive.google.com/uc?export=download&id=1b_B5fpk3Gk1yMpqdFeOS9uiqAumX6Ktt,,ortigas,HDMF\3BR-AC 42.70 sqm K & L PAG-IBIG computation
3BR-AC 42.70 sqm M N O P Q R PAG-IBIG computation,https://drive.google.com/uc?export=download&id=1kYm2khJtzyor9sVEok5Dw_xh9ngEVRhZ,,ortigas,HDMF\3BR-AC 42.70 sqm M N O P Q R PAG-IBIG computation
2BR-A 35.57 sqm (Outer),https://drive.google.com/uc?export=download&id=1wHvC5fHL1fmnRNJvX8ZGc_kPciek9jYz,,ortigas,layout units\2BR-A 35.57 sqm (Outer)
2BR-B 30.60 sqm,https://drive.google.com/uc?export=download&id=1GX80G8k2lBq9VklwXVKxnO5E67ZysaSJ,,ortigas,layout units\2BR-B 30.60 sqm
2BR-C 35.57 sqm (Inner),https://drive.google.com/uc?export=download&id=1njiF6iuUWdWonhPRBfXPIsykfQSZSkvu,,ortigas,layout units\2BR-C 35.57 sqm (Inner)
3BR-AC 42.07 sqm,https://drive.google.com/uc?export=download&id=1XPB1oEBP0SSfxwPwpo-lGOUH9fL8Y9YQ,,ortigas,layout units\3BR-AC 42.07 sqm
business banks,https://drive.google.com/uc?export=download&id=1MwJCVqVZTI9yRV6ABgBVMBpNxDkAl9KW,,ortigas,REQUIREMENTS\BANKS\business banks
locally banks,https://drive.google.com/uc?export=download&id=1uPSHirXIcq0BC3JlqG9kIn2UfVZ6pNlW,,ortigas,REQUIREMENTS\BANKS\locally banks
ofw banks,https://drive.google.com/uc?export=download&id=1P-QeQFeO1CaweLZrRLLNxa9TUbAS-ULR,,ortigas,REQUIREMENTS\BANKS\ofw banks
self employed banks,https://drive.google.com/uc?export=download&id=1PI8tPkoPMYWIly2yGfuyFt6dzhmC1UDX,,ortigas,REQUIREMENTS\BANKS\self employed banks
business hdmf,https://drive.google.com/uc?export=download&id=1msf1hX8SotbCeVrnUr8YLDYa-ApZJ1BT,,ortigas,REQUIREMENTS\HDMF\business hdmf
locally hdmf,https://drive.google.com/uc?export=download&id=1D9py8hqxAxEvkS7YINOzkaXrNfU_89RW,,ortigas,REQUIREMENTS\HDMF\locally hdmf
OFW hdmf,https://drive.google.com/uc?export=download&id=1QaHCjunc2934Pcr98maBqxJrw0JTbCFJ,,ortigas,REQUIREMENTS\HDMF\OFW hdmf
self employed VA hdmf,https://drive.google.com/uc?export=download&id=1Ze61xdUMLC9-KpGbeDBed4P6b4jaRl5x,,ortigas,REQUIREMENTS\HDMF\self employed VA hdmf
unit 2br (2),https://drive.google.com/uc?export=download&id=1RkSB1VVigttaOVOPV-FL7_pzUY0ldsD9,,ortigas,UNITS\unit 2br (2)
unit 2br,https://drive.google.com/uc?export=download&id=1-T6zITScVJN-ptdpSXSZbr0FbpISeoik,,ortigas,UNITS\unit 2br
unit br (2),https://drive.google.com/uc?export=download&id=17xgQcdmhuIjZZ_q1fU7OmqkXs0MXd-dY,,ortigas,UNITS\unit br (2)
unit br (3),https://drive.google.com/uc?export=download&id=1lbi3oxm75T4uUtRZT0uIfgSL7-By3eYJ,,ortigas,UNITS\unit br (3)
unit br (4),https://drive.google.com/uc?export=download&id=12O_vZOS47vb8qHotgu4pnFalKT-cWINY,,ortigas,UNITS\unit br (4)
unit br (5),https://drive.google.com/uc?export=download&id=1MZeLv8JhABGT__k4BVQDHHkUEiCq8kYg,,ortigas,UNITS\unit br (5)
unit br,https://drive.google.com/uc?export=download&id=1qBDfuFLNRol1kL-RnsvsmH4AD4mJ3m0o,,ortigas,UNITS\unit br
unit kitchen dining,https://drive.google.com/uc?export=download&id=11ZGmVTXQvuBqFKcC8UINOyyqf_UjtayD,,ortigas,UNITS\unit kitchen dining
unit kitchen,https://drive.google.com/uc?export=download&id=18WmaSdXq0kkMR0w4yKe3Y962y5xI5Je-,,ortigas,UNITS\unit kitchen
unit living area (2),https://drive.google.com/uc?export=download&id=1YJcdnKXJUA9QcoftiEr9VuErSIJCwLZ-,,ortigas,UNITS\unit living area (2)
unit living area dining (2),https://drive.google.com/uc?export=download&id=1sfiXMFq-bMyaQBnEdVY-82Jq36V-ngwx,,ortigas,UNITS\unit living area dining (2)
unit living area dining,https://drive.google.com/uc?export=download&id=1Yo08pqMrDD_F-d5WFpBLWDH8VO_nQ4iE,,ortigas,UNITS\unit living area dining
unit living area,https://drive.google.com/uc?export=download&id=1-nIwacHiqIq-OuRBTFYOjfUtEkucxEUR,,ortigas,UNITS\unit living area
unit toilet and bath (2),https://drive.google.com/uc?export=download&id=1r84OlalqgBwYwaOjqTDmIuev75stSoCt,,ortigas,UNITS\unit toilet and bath (2)
unit toilet and bath,https://drive.google.com/uc?export=download&id=1a2v0CsWx9N0ZPqmBsIBcD8JuJGhi3rk9,,ortigas,UNITS\unit toilet and bath
amenities basketball courts,https://drive.google.com/uc?export=download&id=1RHT65Yyxa7Uy_BfuwHEg_ZCyX-MazGCk,,ortigas,views\amenities basketball courts
amenities childrens playground,https://drive.google.com/uc?export=download&id=1td8xi3ogkPP8v_Xyy5GtDiVgzWcg9CZ9,,ortigas,views\amenities childrens playground
amenities clubhouse,https://drive.google.com/uc?export=download&id=1pM_vH7VMfQP6qFAtr6F7Z5wUZpBcfbR5,,ortigas,views\amenities clubhouse
amenities community mall,https://drive.google.com/uc?export=download&id=135igu1SuvlZTwb6Xw1goAiotAkZEZls_,,ortigas,views\amenities community mall
amenities lagoon,https://drive.google.com/uc?export=download&id=13mkpRlvabBjFVh50UB3G-_cUf1IiJz5F,,ortigas,views\amenities lagoon
amenities outdoor gym,https://drive.google.com/uc?export=download&id=11jA0_T_A8l_jH72uCLX8VeRcMUfHFsAp,,ortigas,views\amenities outdoor gym
amenities pocket parks,https://drive.google.com/uc?export=download&id=1kg7hswIg_lehkiOEcxvnOcDael-Q7Ms8,,ortigas,views\amenities pocket parks
information center,https://drive.google.com/uc?export=download&id=1MeInpvacKP2q4CG8mBCXM6VtnVeKy6vH,,ortigas,views\photo_10@29-03-2025_22-24-24
photo,https://drive.google.com/uc?export=download&id=1_EU75wINxFi1rsl1QGCfQoiLSSXwp4eO,,ortigas,views\photo_11@29-03-2025_22-24-24
photo,https://drive.google.com/uc?export=download&id=1n3SOWnB4Okw6CVbfIPFAjNoh2kBSsksG,,ortigas,views\photo_12@29-03-2025_22-24-24
photo,https://drive.google.com/uc?export=download&id=1DgVfx9fuYDBPBbQuozLgkdVU_suW9UCn,,ortigas,views\photo_13@29-03-2025_22-24-24
photo,https://drive.google.com/uc?export=download&id=1UjM9LkHHsguvh0p7Ijf0_aNFdWowWuLB,,ortigas,views\photo_14@29-03-2025_22-24-24
photo,https://drive.google.com/uc?export=download&id=1byE0aihoWYuVysrKAvj5UStR-ADQNGg3,,ortigas,views\photo_15@29-03-2025_22-24-24
photo,https://drive.google.com/uc?export=download&id=1ZyDJ1KY0eiOlSbOaOjC-2ix6iG_6Hq1u,,ortigas,views\photo_16@29-03-2025_22-24-31
photo,https://drive.google.com/uc?export=download&id=1bythlONU3okvKNB855LGZhg56SWjkNoj,,ortigas,views\photo_17@29-03-2025_22-24-31
photo,https://drive.google.com/uc?export=download&id=1SruQgV3t5ooClg4VYBzaMad1MIOeXW0C,,ortigas,views\photo_18@29-03-2025_22-24-31
photo,https://drive.google.com/uc?export=download&id=1oPd5KXNA3AZgGWaBCoEKyI-vmLqAaJQe,,ortigas,views\photo_19@29-03-2025_22-24-31
photo,https://drive.google.com/uc?export=download&id=1g-Den5SIl3-frBdnU46gh9xxZNOKJAe9,,ortigas,views\photo_20@29-03-2025_22-24-31
photo,https://drive.google.com/uc?export=download&id=1fPHWCkiDj2p8fZyS9MPsp44baqrSM7ts,,ortigas,views\photo_21@29-03-2025_22-24-31
photo,https://drive.google.com/uc?export=download&id=1KVFV2Vh5wgS3likEhlZy8HGUyCxodvL2,,ortigas,views\photo_22@29-03-2025_22-24-31
photo,https://drive.google.com/uc?export=download&id=1bbBjGuHseSMiwq0qJkjjtk-bpAKrXzvN,,ortigas,views\photo_23@29-03-2025_22-24-31
photo,https://drive.google.com/uc?export=download&id=1WlGtLMDhaUjxudNJP5NWIW78CLOC0Bew,,ortigas,views\photo_24@29-03-2025_22-24-31
photo,https://drive.google.com/uc?export=download&id=1JAT3rX6y_QN7a5szEnNmavfGiCJTMKCj,,ortigas,views\photo_25@29-03-2025_22-24-31
photo,https://drive.google.com/uc?export=download&id=1HlmK2UxPZDSWvoc4vc61RItNxAApU2F5,,ortigas,views\photo_26@29-03-2025_22-24-31
photo,https://drive.google.com/uc?export=download&id=1THeOaGCakN62QagsO2MIsPqlcq1GTTIo,,ortigas,views\photo_4@29-03-2025_22-10-32
photo,https://drive.google.com/uc?export=download&id=1CyxmnQGC6T2Anf5BhEP4ALvlAzIhmWBb,,ortigas,views\photo_6@29-03-2025_22-24-24
photo,https://drive.google.com/uc?export=download&id=1lqXiRZUhP2vqh0bT90lHiGZkdlK-YqK8,,ortigas,views\photo_7@29-03-2025_22-24-24
photo,https://drive.google.com/uc?export=download&id=1agtUy3pgeTibuKMwegIkHzVI6aY5Ogjs,,ortigas,views\photo_9@29-03-2025_22-24-24
