ZONE,FLR,UNIT,BLDG-UNIT,TYPE,LOCATION CODE,UNIT TYPE,UNIT AREA,"ACCOUNT
STATUS",FACING
HIGH,36,60,TOWER 1 36-60,RESIDENTIAL,1BR - Outer,1BR,27.64,FRESH,
HIGH,36,61,TOWER 1 36-61,RESIDENTIAL,1BR - Outer,1BR,28.32,FRESH,
HIGH,36,62,TOWER 1 36-62,RESIDENTIAL,Studio - Outer,STUDIO,12.47,FRESH,PYP
HIGH,36,63,TOWER 1 36-63,RESIDENTIAL,Studio - Courtyard,STUDIO,12.43,FRESH,PYP
HIGH,36,64,TOWER 1 36-64,RESIDENTIAL,Studio - Outer,STUDIO,12.25,FRESH,PYP
HIGH,36,65,TOWER 1 36-65,RESIDENTIAL,Studio - Courtyard,STUDIO,12.12,FRESH,PYP
HIGH,36,66,TOWER 1 36-66,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
HIGH,36,67,TOWER 1 36-67,RESIDENTIAL,Studio - Courtyard,STUDIO,12.12,FRESH,PYP
HIGH,36,69,TOWER 1 36-69,RESIDENTIAL,Studio - Courtyard,STUDIO,12.43,FRESH,PYP
HIGH,36,70,TOWER 1 36-70,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
HIGH,36,71,TOWER 1 36-71,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
HIGH,36,72,TOWER 1 36-72,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
HIGH,36,73,TOWER 1 36-73,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
HIGH,36,74,TOWER 1 36-74,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
HIGH,36,75,TOWER 1 36-75,RESIDENTIAL,Studio - Courtyard,STUDIO,12.43,FRESH,PYP
HIGH,36,76,TOWER 1 36-76,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
HIGH,36,77,TOWER 1 36-77,RESIDENTIAL,Studio - Courtyard,STUDIO,12.12,FRESH,PYP
HIGH,36,78,TOWER 1 36-78,RESIDENTIAL,Studio - Outer,STUDIO,12.25,FRESH,PYP
HIGH,36,79,TOWER 1 36-79,RESIDENTIAL,Studio - Courtyard,STUDIO,12.12,FRESH,PYP
HIGH,36,80,TOWER 1 36-80,RESIDENTIAL,Studio - Outer,STUDIO,12.47,FRESH,PYP
HIGH,36,81,TOWER 1 36-81,RESIDENTIAL,Studio - Courtyard,STUDIO,12.43,FRESH,PYP
HIGH,36,82,TOWER 1 36-82,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,36,83,TOWER 1 36-83,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,36,84,TOWER 1 36-84,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,36,85,TOWER 1 36-85,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,36,86,TOWER 1 36-86,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,36,87,TOWER 1 36-87,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,36,88,TOWER 1 36-88,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,36,89,TOWER 1 36-89,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,36,90,TOWER 1 36-90,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
HIGH,36,91,TOWER 1 36-91,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
HIGH,36,92,TOWER 1 36-92,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,36,93,TOWER 1 36-93,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,36,94,TOWER 1 36-94,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,36,95,TOWER 1 36-95,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,36,96,TOWER 1 36-96,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,36,97,TOWER 1 36-97,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,36,98,TOWER 1 36-98,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,36,99,TOWER 1 36-99,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,36,100,TOWER 1 36-100,RESIDENTIAL,1BR - Outer,1BR,27.64,FRESH,
HIGH,36,101,TOWER 1 36-101,RESIDENTIAL,1BR - Outer,1BR,28.32,FRESH,
HIGH,36,102,TOWER 1 36-102,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
HIGH,36,103,TOWER 1 36-103,RESIDENTIAL,Studio - Outer,STUDIO,14.16,FRESH,
HIGH,36,104,TOWER 1 36-104,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
HIGH,36,105,TOWER 1 36-105,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,
HIGH,36,107,TOWER 1 36-107,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
HIGH,36,108,TOWER 1 36-108,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
HIGH,36,109,TOWER 1 36-109,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
HIGH,36,110,TOWER 1 36-110,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
HIGH,36,112,TOWER 1 36-112,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
HIGH,36,113,TOWER 1 36-113,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
HIGH,36,114,TOWER 1 36-114,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
HIGH,36,115,TOWER 1 36-115,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
HIGH,36,116,TOWER 1 36-116,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
HIGH,36,117,TOWER 1 36-117,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,
HIGH,36,118,TOWER 1 36-118,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
HIGH,36,119,TOWER 1 36-119,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
HIGH,36,120,TOWER 1 36-120,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
HIGH,36,121,TOWER 1 36-121,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
HIGH,36,122,TOWER 1 36-122,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
HIGH,36,124,TOWER 1 36-124,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
HIGH,36,125,TOWER 1 36-125,RESIDENTIAL,Studio - Outer,STUDIO,13.67,FRESH,Samson
HIGH,37,2,TOWER 1 37-2,RESIDENTIAL,Studio - Outer,STUDIO,13.06,FRESH,
HIGH,37,5,TOWER 1 37-5,RESIDENTIAL,Studio - Outer,STUDIO,13.06,FRESH,EDSA
HIGH,37,8,TOWER 1 37-8,RESIDENTIAL,Studio - Courtyard,STUDIO,12.43,FRESH,EDSA
HIGH,37,10,TOWER 1 37-10,RESIDENTIAL,Studio - Courtyard,STUDIO,12.12,FRESH,EDSA
HIGH,37,12,TOWER 1 37-12,RESIDENTIAL,Studio - Courtyard,STUDIO,12.12,FRESH,EDSA
HIGH,37,13,TOWER 1 37-13,RESIDENTIAL,Studio - Outer,STUDIO,13.06,FRESH,EDSA
HIGH,37,14,TOWER 1 37-14,RESIDENTIAL,Studio - Courtyard,STUDIO,12.43,FRESH,EDSA
HIGH,37,15,TOWER 1 37-15,RESIDENTIAL,Studio - Outer,STUDIO,13.06,FRESH,EDSA
HIGH,37,16,TOWER 1 37-16,RESIDENTIAL,Studio - Outer,STUDIO,13.06,FRESH,EDSA
HIGH,37,18,TOWER 1 37-18,RESIDENTIAL,Studio - Outer,STUDIO,13.06,FRESH,EDSA
HIGH,37,19,TOWER 1 37-19,RESIDENTIAL,Studio - Outer,STUDIO,13.06,FRESH,EDSA
HIGH,37,20,TOWER 1 37-20,RESIDENTIAL,Studio - Courtyard,STUDIO,12.43,FRESH,EDSA
HIGH,37,22,TOWER 1 37-22,RESIDENTIAL,Studio - Courtyard,STUDIO,12.12,FRESH,EDSA
HIGH,37,24,TOWER 1 37-24,RESIDENTIAL,Studio - Courtyard,STUDIO,12.12,FRESH,EDSA
HIGH,37,26,TOWER 1 37-26,RESIDENTIAL,Studio - Courtyard,STUDIO,12.43,FRESH,EDSA
HIGH,37,32,TOWER 1 37-32,RESIDENTIAL,Studio - Outer,STUDIO,13.06,FRESH,
HIGH,37,34,TOWER 1 37-34,RESIDENTIAL,1BR - Outer,1BR,26.12,FRESH,
HIGH,37,35,TOWER 1 37-35,RESIDENTIAL,Studio - Outer,STUDIO,13.67,FRESH,Ignacio Diaz
HIGH,37,36,TOWER 1 37-36,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
HIGH,37,37,TOWER 1 37-37,RESIDENTIAL,Studio - Outer,STUDIO,12.56,FRESH,Ignacio Diaz
HIGH,37,38,TOWER 1 37-38,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
HIGH,37,39,TOWER 1 37-39,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Ignacio Diaz
HIGH,37,40,TOWER 1 37-40,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
HIGH,37,41,TOWER 1 37-41,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Ignacio Diaz
HIGH,37,42,TOWER 1 37-42,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
HIGH,37,43,TOWER 1 37-43,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,
HIGH,37,44,TOWER 1 37-44,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
HIGH,37,45,TOWER 1 37-45,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Ignacio Diaz
HIGH,37,46,TOWER 1 37-46,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
HIGH,37,47,TOWER 1 37-47,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Ignacio Diaz
HIGH,37,48,TOWER 1 37-48,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
HIGH,37,49,TOWER 1 37-49,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Ignacio Diaz
HIGH,37,50,TOWER 1 37-50,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
HIGH,37,51,TOWER 1 37-51,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Ignacio Diaz
HIGH,37,52,TOWER 1 37-52,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
HIGH,37,53,TOWER 1 37-53,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Ignacio Diaz
HIGH,37,54,TOWER 1 37-54,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Ignacio Diaz
HIGH,37,55,TOWER 1 37-55,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,
HIGH,37,56,TOWER 1 37-56,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Ignacio Diaz
HIGH,37,57,TOWER 1 37-57,RESIDENTIAL,Studio - Outer,STUDIO,14.16,FRESH,Ignacio Diaz
HIGH,37,58,TOWER 1 37-58,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Ignacio Diaz
HIGH,37,59,TOWER 1 37-59,RESIDENTIAL,Studio - Outer,STUDIO,14.16,FRESH,Ignacio Diaz
HIGH,37,60,TOWER 1 37-60,RESIDENTIAL,1BR - Outer,1BR,27.64,FRESH,
HIGH,37,61,TOWER 1 37-61,RESIDENTIAL,1BR - Outer,1BR,28.32,FRESH,
HIGH,37,62,TOWER 1 37-62,RESIDENTIAL,Studio - Outer,STUDIO,12.47,FRESH,PYP
HIGH,37,63,TOWER 1 37-63,RESIDENTIAL,Studio - Courtyard,STUDIO,12.43,FRESH,PYP
HIGH,37,64,TOWER 1 37-64,RESIDENTIAL,Studio - Outer,STUDIO,12.25,FRESH,PYP
HIGH,37,65,TOWER 1 37-65,RESIDENTIAL,Studio - Courtyard,STUDIO,12.12,FRESH,PYP
HIGH,37,66,TOWER 1 37-66,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
HIGH,37,68,TOWER 1 37-68,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
HIGH,37,69,TOWER 1 37-69,RESIDENTIAL,Studio - Courtyard,STUDIO,12.43,FRESH,PYP
HIGH,37,70,TOWER 1 37-70,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
HIGH,37,71,TOWER 1 37-71,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
HIGH,37,72,TOWER 1 37-72,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
HIGH,37,73,TOWER 1 37-73,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
HIGH,37,74,TOWER 1 37-74,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
HIGH,37,75,TOWER 1 37-75,RESIDENTIAL,Studio - Courtyard,STUDIO,12.43,FRESH,PYP
HIGH,37,76,TOWER 1 37-76,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
HIGH,37,77,TOWER 1 37-77,RESIDENTIAL,Studio - Courtyard,STUDIO,12.12,FRESH,PYP
HIGH,37,78,TOWER 1 37-78,RESIDENTIAL,Studio - Outer,STUDIO,12.25,FRESH,PYP
HIGH,37,79,TOWER 1 37-79,RESIDENTIAL,Studio - Courtyard,STUDIO,12.12,FRESH,PYP
HIGH,37,80,TOWER 1 37-80,RESIDENTIAL,Studio - Outer,STUDIO,12.47,FRESH,PYP
HIGH,37,81,TOWER 1 37-81,RESIDENTIAL,Studio - Courtyard,STUDIO,12.43,FRESH,PYP
HIGH,37,82,TOWER 1 37-82,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,37,83,TOWER 1 37-83,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,37,84,TOWER 1 37-84,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,37,85,TOWER 1 37-85,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,37,86,TOWER 1 37-86,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,37,87,TOWER 1 37-87,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,37,88,TOWER 1 37-88,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,37,89,TOWER 1 37-89,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,37,90,TOWER 1 37-90,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
HIGH,37,91,TOWER 1 37-91,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
HIGH,37,92,TOWER 1 37-92,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,37,93,TOWER 1 37-93,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,37,94,TOWER 1 37-94,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,37,95,TOWER 1 37-95,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,37,96,TOWER 1 37-96,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,37,97,TOWER 1 37-97,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,37,98,TOWER 1 37-98,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,37,99,TOWER 1 37-99,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,37,101,TOWER 1 37-101,RESIDENTIAL,1BR - Outer,1BR,28.32,FRESH,
HIGH,37,102,TOWER 1 37-102,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
HIGH,37,103,TOWER 1 37-103,RESIDENTIAL,Studio - Outer,STUDIO,14.16,FRESH,
HIGH,37,104,TOWER 1 37-104,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
HIGH,37,105,TOWER 1 37-105,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,
HIGH,37,106,TOWER 1 37-106,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
HIGH,37,108,TOWER 1 37-108,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
HIGH,37,109,TOWER 1 37-109,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
HIGH,37,110,TOWER 1 37-110,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
HIGH,37,111,TOWER 1 37-111,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
HIGH,37,112,TOWER 1 37-112,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
HIGH,37,113,TOWER 1 37-113,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
HIGH,37,114,TOWER 1 37-114,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
HIGH,37,115,TOWER 1 37-115,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
HIGH,37,116,TOWER 1 37-116,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
HIGH,37,117,TOWER 1 37-117,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,
HIGH,37,118,TOWER 1 37-118,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
HIGH,37,119,TOWER 1 37-119,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
HIGH,37,120,TOWER 1 37-120,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
HIGH,37,121,TOWER 1 37-121,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Samson
HIGH,37,122,TOWER 1 37-122,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
HIGH,37,123,TOWER 1 37-123,RESIDENTIAL,Studio - Outer,STUDIO,12.56,FRESH,Samson
HIGH,37,124,TOWER 1 37-124,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Samson
HIGH,37,125,TOWER 1 37-125,RESIDENTIAL,Studio - Outer,STUDIO,13.67,FRESH,Samson
HIGH,38,2,TOWER 1 38-2,RESIDENTIAL,Studio - Outer,STUDIO,13.06,FRESH,
HIGH,38,6,TOWER 1 38-6,RESIDENTIAL,Studio - Outer,STUDIO,13.06,FRESH,EDSA
HIGH,38,8,TOWER 1 38-8,RESIDENTIAL,Studio - Courtyard,STUDIO,12.43,FRESH,EDSA
HIGH,38,10,TOWER 1 38-10,RESIDENTIAL,Studio - Courtyard,STUDIO,12.12,FRESH,EDSA
HIGH,38,11,TOWER 1 38-11,RESIDENTIAL,Studio - Outer,STUDIO,13.06,FRESH,EDSA
HIGH,38,12,TOWER 1 38-12,RESIDENTIAL,Studio - Courtyard,STUDIO,12.12,FRESH,EDSA
HIGH,38,13,TOWER 1 38-13,RESIDENTIAL,Studio - Outer,STUDIO,13.06,FRESH,EDSA
HIGH,38,14,TOWER 1 38-14,RESIDENTIAL,Studio - Courtyard,STUDIO,12.43,FRESH,EDSA
HIGH,38,17,TOWER 1 38-17,RESIDENTIAL,Studio - Outer,STUDIO,13.06,FRESH,EDSA
HIGH,38,20,TOWER 1 38-20,RESIDENTIAL,Studio - Courtyard,STUDIO,12.43,FRESH,EDSA
HIGH,38,22,TOWER 1 38-22,RESIDENTIAL,Studio - Courtyard,STUDIO,12.12,FRESH,EDSA
HIGH,38,24,TOWER 1 38-24,RESIDENTIAL,Studio - Courtyard,STUDIO,12.12,FRESH,EDSA
HIGH,38,26,TOWER 1 38-26,RESIDENTIAL,Studio - Courtyard,STUDIO,12.43,FRESH,EDSA
HIGH,38,27,TOWER 1 38-27,RESIDENTIAL,Studio - Outer,STUDIO,13.06,FRESH,EDSA
HIGH,38,28,TOWER 1 38-28,RESIDENTIAL,Studio - Outer,STUDIO,13.06,FRESH,EDSA
HIGH,38,32,TOWER 1 38-32,RESIDENTIAL,Studio - Outer,STUDIO,13.06,FRESH,
HIGH,38,34,TOWER 1 38-34,RESIDENTIAL,1BR - Outer,1BR,26.12,FRESH,
HIGH,38,35,TOWER 1 38-35,RESIDENTIAL,Studio - Outer,STUDIO,13.67,FRESH,Ignacio Diaz
HIGH,38,36,TOWER 1 38-36,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
HIGH,38,37,TOWER 1 38-37,RESIDENTIAL,Studio - Outer,STUDIO,12.56,FRESH,Ignacio Diaz
HIGH,38,38,TOWER 1 38-38,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
HIGH,38,39,TOWER 1 38-39,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Ignacio Diaz
HIGH,38,40,TOWER 1 38-40,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
HIGH,38,41,TOWER 1 38-41,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Ignacio Diaz
HIGH,38,42,TOWER 1 38-42,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
HIGH,38,43,TOWER 1 38-43,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,
HIGH,38,44,TOWER 1 38-44,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
HIGH,38,45,TOWER 1 38-45,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Ignacio Diaz
HIGH,38,46,TOWER 1 38-46,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
HIGH,38,47,TOWER 1 38-47,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Ignacio Diaz
HIGH,38,48,TOWER 1 38-48,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
HIGH,38,49,TOWER 1 38-49,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Ignacio Diaz
HIGH,38,50,TOWER 1 38-50,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
HIGH,38,52,TOWER 1 38-52,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,Ignacio Diaz
HIGH,38,53,TOWER 1 38-53,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Ignacio Diaz
HIGH,38,54,TOWER 1 38-54,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Ignacio Diaz
HIGH,38,55,TOWER 1 38-55,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,
HIGH,38,56,TOWER 1 38-56,RESIDENTIAL,Studio - Outer,STUDIO,13.82,FRESH,Ignacio Diaz
HIGH,38,59,TOWER 1 38-59,RESIDENTIAL,Studio - Outer,STUDIO,14.16,FRESH,Ignacio Diaz
HIGH,38,61,TOWER 1 38-61,RESIDENTIAL,1BR - Outer,1BR,28.32,FRESH,
HIGH,38,62,TOWER 1 38-62,RESIDENTIAL,Studio - Outer,STUDIO,12.47,FRESH,PYP
HIGH,38,63,TOWER 1 38-63,RESIDENTIAL,Studio - Courtyard,STUDIO,12.43,FRESH,PYP
HIGH,38,64,TOWER 1 38-64,RESIDENTIAL,Studio - Outer,STUDIO,12.25,FRESH,PYP
HIGH,38,65,TOWER 1 38-65,RESIDENTIAL,Studio - Courtyard,STUDIO,12.12,FRESH,PYP
HIGH,38,66,TOWER 1 38-66,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
HIGH,38,67,TOWER 1 38-67,RESIDENTIAL,Studio - Courtyard,STUDIO,12.12,FRESH,PYP
HIGH,38,68,TOWER 1 38-68,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
HIGH,38,69,TOWER 1 38-69,RESIDENTIAL,Studio - Courtyard,STUDIO,12.43,FRESH,PYP
HIGH,38,71,TOWER 1 38-71,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
HIGH,38,72,TOWER 1 38-72,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
HIGH,38,73,TOWER 1 38-73,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
HIGH,38,74,TOWER 1 38-74,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
HIGH,38,76,TOWER 1 38-76,RESIDENTIAL,Studio - Outer,STUDIO,13.34,FRESH,PYP
HIGH,38,78,TOWER 1 38-78,RESIDENTIAL,Studio - Outer,STUDIO,12.25,FRESH,PYP
HIGH,38,80,TOWER 1 38-80,RESIDENTIAL,Studio - Outer,STUDIO,12.47,FRESH,PYP
HIGH,38,81,TOWER 1 38-81,RESIDENTIAL,Studio - Courtyard,STUDIO,12.43,FRESH,PYP
HIGH,38,82,TOWER 1 38-82,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,38,83,TOWER 1 38-83,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,38,84,TOWER 1 38-84,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,38,85,TOWER 1 38-85,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,38,86,TOWER 1 38-86,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,38,87,TOWER 1 38-87,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,38,88,TOWER 1 38-88,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,38,89,TOWER 1 38-89,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
HIGH,38,90,TOWER 1 38-90,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
HIGH,38,91,TOWER 1 38-91,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,
HIGH,38,92,TOWER 1 38-92,RESIDENTIAL,Studio - Courtyard,STUDIO,14.16,FRESH,INNER UNIT
